Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Price
kia,optima,2017.0,1.8,diesel,semi-automatic,291061.0,2.0,5.0,5178.0
audi,a4,2003.0,2.1,petrol,automatic,191481.0,2.0,2.0,4770.0
mercedes,e-class,2005.0,2.7,diesel,manual,220699.0,3.0,5.0,3886.0
hyundai,tucson,2022.0,3.8,diesel,manual,66874.0,5.0,5.0,13162.0
ford,focus,2009.0,5.0,diesel,manual,51399.0,3.0,3.0,10772.0
hyundai,elantra,2020.0,4.9,diesel,manual,147964.0,5.0,5.0,12040.0
ford,explorer,2021.0,3.3,electric,manual,159806.0,4.0,4.0,12503.0
kia,optima,2021.0,2.7,hybrid,manual,165728.0,3.0,1.0,10785.0
chevrolet,equinox,2006.0,2.8,hybrid,manual,162348.0,4.0,1.0,6453.0
kia,rio,2000.0,5.0,electric,manual,209293.0,4.0,4.0,6914.0
audi,a3,2017.0,2.1,petrol,manual,139597.0,4.0,1.0,8508.0
volkswagen,passat,2009.0,2.0,electric,automatic,128629.0,5.0,5.0,9727.0
ford,explorer,2021.0,3.4,diesel,manual,158797.0,2.0,1.0,10624.0
volkswagen,golf,2022.0,4.6,petrol,automatic,28189.0,3.0,2.0,16236.0
mercedes,e-class,2008.0,3.8,electric,manual,122293.0,3.0,2.0,9854.0
ford,focus,2003.0,3.6,electric,semi-automatic,106969.0,5.0,2.0,8460.0
mercedes,c-class,2006.0,1.1,petrol,automatic,82363.0,5.0,4.0,6852.0
volkswagen,golf,2008.0,3.6,hybrid,automatic,138770.0,2.0,5.0,9824.0
honda,accord,2018.0,3.1,electric,semi-automatic,9387.0,4.0,2.0,14412.0
volkswagen,golf,2016.0,4.0,hybrid,manual,123385.0,2.0,1.0,11432.0
audi,a4,2012.0,3.3,electric,manual,189813.0,4.0,3.0,9203.0
honda,cr-v,2007.0,1.9,electric,automatic,219232.0,2.0,5.0,7215.0
audi,a3,2023.0,3.7,diesel,manual,282010.0,3.0,5.0,9059.0
volkswagen,tiguan,2006.0,1.3,diesel,manual,142319.0,2.0,2.0,4353.0
kia,optima,2003.0,3.7,diesel,automatic,234455.0,3.0,2.0,5510.0
toyota,rav4,2023.0,1.8,diesel,manual,209016.0,4.0,1.0,8619.0
bmw,x5,2002.0,4.8,diesel,manual,220206.0,2.0,4.0,5095.0
chevrolet,impala,2022.0,3.5,hybrid,automatic,46403.0,5.0,1.0,15771.0
hyundai,elantra,2011.0,2.0,electric,semi-automatic,282627.0,5.0,2.0,5747.0
honda,civic,2010.0,4.9,diesel,manual,241911.0,3.0,4.0,7161.0
volkswagen,passat,2006.0,1.6,petrol,semi-automatic,70731.0,4.0,2.0,6085.0
chevrolet,equinox,2020.0,4.2,diesel,automatic,149891.0,5.0,4.0,12802.0
mercedes,e-class,2006.0,3.8,electric,semi-automatic,28024.0,4.0,4.0,11139.0
hyundai,sonata,2023.0,2.3,electric,automatic,262483.0,3.0,3.0,11550.0
mercedes,e-class,2014.0,4.0,hybrid,semi-automatic,222972.0,4.0,3.0,8840.0
bmw,5 series,2005.0,1.2,diesel,automatic,212121.0,4.0,5.0,4057.0
volkswagen,tiguan,2002.0,2.7,diesel,automatic,135483.0,2.0,3.0,6190.0
chevrolet,equinox,2008.0,3.1,hybrid,manual,14689.0,5.0,4.0,10306.0
audi,a4,2015.0,3.7,petrol,automatic,135789.0,2.0,2.0,11084.0
mercedes,e-class,2001.0,4.9,electric,automatic,217570.0,3.0,2.0,8448.0
chevrolet,equinox,2003.0,1.2,hybrid,semi-automatic,237661.0,4.0,2.0,2446.0
hyundai,sonata,2018.0,3.1,diesel,automatic,43735.0,3.0,5.0,13225.0
ford,focus,2015.0,2.7,petrol,automatic,198182.0,2.0,1.0,8836.0
toyota,corolla,2018.0,1.9,diesel,manual,6014.0,3.0,1.0,11279.0
toyota,camry,2014.0,4.6,diesel,manual,80761.0,5.0,1.0,11284.0
honda,accord,2005.0,3.1,electric,manual,263013.0,3.0,4.0,5439.0
ford,fiesta,2008.0,1.5,diesel,semi-automatic,53852.0,5.0,2.0,6922.0
mercedes,gla,2007.0,4.1,electric,manual,98804.0,5.0,1.0,10323.0
kia,rio,2017.0,2.6,petrol,semi-automatic,256309.0,3.0,1.0,6673.0
bmw,x5,2010.0,1.7,diesel,semi-automatic,278530.0,5.0,4.0,3229.0
ford,focus,2002.0,4.5,hybrid,automatic,64826.0,2.0,3.0,10403.0
audi,a3,2015.0,4.2,electric,semi-automatic,37658.0,2.0,3.0,14046.0
chevrolet,malibu,2005.0,2.2,petrol,manual,221125.0,3.0,2.0,3377.0
honda,cr-v,2012.0,2.8,hybrid,automatic,124602.0,2.0,3.0,10507.0
kia,rio,2020.0,4.3,electric,manual,243563.0,2.0,1.0,11528.0
toyota,rav4,2017.0,2.3,electric,semi-automatic,75192.0,4.0,4.0,11996.0
hyundai,elantra,2008.0,4.1,electric,semi-automatic,253573.0,2.0,2.0,7528.0
volkswagen,passat,2001.0,4.3,electric,manual,9556.0,5.0,5.0,10508.0
honda,accord,2012.0,4.5,diesel,manual,277552.0,4.0,2.0,6648.0
volkswagen,golf,2011.0,4.9,petrol,manual,263857.0,4.0,1.0,7022.0
bmw,3 series,2014.0,4.4,petrol,manual,152396.0,3.0,2.0,9652.0
volkswagen,passat,2022.0,1.3,hybrid,manual,417.0,2.0,3.0,12991.0
volkswagen,tiguan,2009.0,4.1,petrol,automatic,267861.0,3.0,5.0,7042.0
mercedes,e-class,2015.0,3.1,electric,manual,79337.0,2.0,2.0,12113.0
ford,explorer,2012.0,1.2,diesel,automatic,81363.0,3.0,4.0,8772.0
kia,sportage,2004.0,1.8,hybrid,semi-automatic,245544.0,3.0,5.0,3189.0
volkswagen,passat,2011.0,4.3,diesel,automatic,124584.0,2.0,2.0,10708.0
honda,cr-v,2023.0,4.6,hybrid,automatic,10046.0,4.0,4.0,10708.0
chevrolet,equinox,2022.0,4.8,hybrid,automatic,224603.0,2.0,3.0,13507.0
ford,fiesta,2001.0,2.1,electric,semi-automatic,98089.0,4.0,5.0,6538.0
bmw,5 series,2017.0,3.7,hybrid,semi-automatic,213273.0,4.0,4.0,9634.0
mercedes,c-class,2010.0,1.3,electric,manual,222606.0,4.0,2.0,5947.0
toyota,rav4,2009.0,2.8,hybrid,semi-automatic,205898.0,5.0,1.0,6482.0
audi,a3,2003.0,3.0,diesel,semi-automatic,56812.0,2.0,3.0,6863.0
honda,accord,2009.0,1.1,diesel,automatic,234060.0,2.0,1.0,4718.0
audi,q5,2005.0,4.6,diesel,semi-automatic,117063.0,2.0,4.0,7858.0
mercedes,c-class,2016.0,2.4,hybrid,automatic,289394.0,2.0,2.0,8012.0
honda,civic,2004.0,1.2,petrol,manual,285865.0,3.0,3.0,2000.0
audi,q5,2004.0,1.5,electric,manual,286397.0,4.0,5.0,3072.0
kia,optima,2004.0,2.7,petrol,manual,64560.0,5.0,2.0,6708.0
chevrolet,impala,2007.0,3.0,petrol,automatic,266090.0,4.0,4.0,5378.0
audi,q5,2014.0,1.3,hybrid,manual,264067.0,4.0,2.0,5318.0
mercedes,c-class,2002.0,3.6,diesel,manual,266145.0,2.0,4.0,2977.0
bmw,x5,2013.0,4.1,electric,semi-automatic,181750.0,5.0,3.0,10465.0
toyota,camry,2018.0,3.8,petrol,manual,124980.0,5.0,2.0,10800.0
honda,accord,2018.0,4.9,diesel,semi-automatic,25650.0,5.0,5.0,13887.0
bmw,x5,2021.0,2.9,hybrid,manual,37097.0,2.0,2.0,13558.0
volkswagen,golf,2022.0,1.0,electric,semi-automatic,92396.0,4.0,4.0,11852.0
chevrolet,equinox,2000.0,4.5,electric,semi-automatic,80366.0,2.0,5.0,8992.0
hyundai,elantra,2020.0,4.3,hybrid,semi-automatic,293131.0,5.0,1.0,9537.0
volkswagen,passat,2006.0,4.9,hybrid,semi-automatic,8618.0,4.0,4.0,11627.0
ford,focus,2002.0,2.8,petrol,automatic,295693.0,5.0,5.0,3086.0
mercedes,e-class,2003.0,4.8,hybrid,semi-automatic,225791.0,5.0,3.0,6284.0
hyundai,tucson,2015.0,1.7,petrol,semi-automatic,174677.0,5.0,5.0,6806.0
honda,civic,2020.0,4.2,electric,manual,293230.0,4.0,4.0,10435.0
hyundai,sonata,2019.0,1.8,electric,manual,4457.0,2.0,1.0,13510.0
toyota,camry,2021.0,3.3,electric,semi-automatic,287953.0,3.0,4.0,9940.0
bmw,x5,2013.0,3.4,hybrid,manual,226521.0,2.0,1.0,7869.0
volkswagen,tiguan,2017.0,4.6,petrol,manual,28687.0,2.0,2.0,13226.0
chevrolet,malibu,2006.0,3.8,petrol,semi-automatic,246743.0,2.0,5.0,4765.0
bmw,5 series,2011.0,2.9,hybrid,automatic,9200.0,2.0,3.0,12616.0
ford,explorer,2020.0,4.2,hybrid,manual,99801.0,3.0,4.0,13303.0
honda,cr-v,2023.0,2.4,electric,automatic,254910.0,2.0,3.0,11801.0
bmw,x5,2009.0,1.8,petrol,semi-automatic,281531.0,4.0,1.0,2969.0
mercedes,c-class,2000.0,3.6,diesel,automatic,63178.0,3.0,4.0,7936.0
chevrolet,impala,2002.0,2.4,electric,automatic,172244.0,5.0,3.0,7155.0
kia,sportage,2014.0,3.3,hybrid,manual,281184.0,4.0,5.0,6976.0
bmw,3 series,2005.0,1.8,electric,automatic,284282.0,3.0,4.0,5214.0
ford,fiesta,2007.0,1.7,petrol,manual,72721.0,4.0,5.0,6445.0
honda,accord,2022.0,2.5,diesel,manual,139526.0,3.0,1.0,10409.0
mercedes,c-class,2000.0,1.9,petrol,automatic,176656.0,3.0,4.0,3966.0
honda,cr-v,2015.0,2.9,petrol,automatic,161128.0,5.0,4.0,9777.0
bmw,5 series,2007.0,3.8,electric,semi-automatic,44190.0,2.0,3.0,11116.0
toyota,rav4,2019.0,1.8,electric,manual,219160.0,2.0,5.0,9216.0
audi,q5,2003.0,2.4,hybrid,automatic,145451.0,5.0,4.0,6990.0
toyota,camry,2008.0,3.1,hybrid,semi-automatic,218996.0,4.0,4.0,6220.0
mercedes,e-class,2011.0,3.9,hybrid,automatic,144713.0,3.0,5.0,10905.0
volkswagen,passat,2005.0,3.9,electric,semi-automatic,63998.0,2.0,1.0,10220.0
toyota,camry,2009.0,1.3,diesel,manual,76365.0,5.0,4.0,6572.0
chevrolet,malibu,2002.0,2.7,diesel,semi-automatic,1017.0,5.0,4.0,7379.0
toyota,corolla,2013.0,2.3,petrol,automatic,164717.0,4.0,3.0,8505.0
bmw,x5,2007.0,4.0,hybrid,automatic,197012.0,4.0,1.0,8759.0
toyota,corolla,2003.0,4.0,petrol,semi-automatic,58491.0,5.0,3.0,7830.0
ford,fiesta,2021.0,2.8,electric,manual,140833.0,5.0,1.0,12383.0
toyota,camry,2022.0,3.7,electric,manual,94565.0,4.0,5.0,14508.0
mercedes,gla,2017.0,2.3,petrol,manual,118731.0,2.0,4.0,9125.0
kia,rio,2000.0,1.3,petrol,automatic,268371.0,4.0,3.0,2000.0
hyundai,tucson,2023.0,1.7,petrol,semi-automatic,216687.0,5.0,3.0,8366.0
hyundai,elantra,2014.0,4.8,diesel,semi-automatic,133831.0,2.0,1.0,10423.0
bmw,3 series,2013.0,3.3,petrol,automatic,258231.0,4.0,2.0,7635.0
mercedes,e-class,2015.0,2.5,hybrid,semi-automatic,194132.0,2.0,3.0,8217.0
kia,optima,2008.0,3.1,electric,manual,69323.0,3.0,4.0,10213.0
volkswagen,tiguan,2014.0,1.8,hybrid,manual,221431.0,5.0,3.0,6671.0
chevrolet,equinox,2013.0,3.6,diesel,semi-automatic,45594.0,2.0,2.0,10688.0
volkswagen,passat,2007.0,4.4,electric,manual,234437.0,2.0,1.0,7911.0
ford,fiesta,2016.0,3.3,electric,semi-automatic,157592.0,5.0,5.0,11048.0
volkswagen,tiguan,2014.0,1.1,diesel,automatic,89812.0,3.0,2.0,9103.0
mercedes,c-class,2022.0,3.9,diesel,semi-automatic,91711.0,4.0,4.0,12765.0
bmw,x5,2007.0,1.9,hybrid,manual,228508.0,3.0,3.0,4529.0
mercedes,c-class,2001.0,2.8,electric,semi-automatic,57633.0,4.0,1.0,8047.0
volkswagen,passat,2016.0,3.3,petrol,automatic,224391.0,2.0,5.0,9212.0
honda,cr-v,2007.0,2.2,petrol,semi-automatic,140815.0,4.0,2.0,5583.0
mercedes,gla,2023.0,4.3,hybrid,manual,161994.0,5.0,3.0,13060.0
mercedes,e-class,2016.0,3.4,electric,semi-automatic,179450.0,4.0,1.0,10711.0
volkswagen,golf,2020.0,2.4,electric,automatic,97270.0,4.0,5.0,14054.0
kia,rio,2021.0,3.3,electric,automatic,190197.0,3.0,1.0,13396.0
bmw,x5,2015.0,3.2,petrol,semi-automatic,115023.0,3.0,4.0,9499.0
ford,fiesta,2013.0,1.5,petrol,semi-automatic,431.0,2.0,4.0,9491.0
kia,sportage,2004.0,2.8,petrol,automatic,25432.0,4.0,5.0,9091.0
honda,accord,2002.0,2.8,petrol,automatic,223989.0,3.0,4.0,4520.0
ford,explorer,2011.0,1.3,diesel,automatic,236894.0,3.0,4.0,5462.0
mercedes,gla,2020.0,2.1,diesel,semi-automatic,222732.0,4.0,1.0,7745.0
hyundai,sonata,2007.0,2.6,diesel,automatic,79562.0,2.0,5.0,8708.0
hyundai,elantra,2001.0,4.6,hybrid,manual,113743.0,4.0,4.0,7725.0
ford,focus,2006.0,3.2,electric,automatic,186095.0,4.0,1.0,8878.0
audi,q5,2012.0,4.8,diesel,manual,162020.0,2.0,4.0,9259.0
audi,a4,2004.0,1.3,hybrid,automatic,57078.0,3.0,4.0,7958.0
kia,sportage,2017.0,2.7,hybrid,automatic,170136.0,3.0,4.0,10997.0
mercedes,gla,2006.0,3.8,diesel,semi-automatic,133838.0,5.0,5.0,7023.0
volkswagen,golf,2021.0,1.3,electric,automatic,203620.0,4.0,3.0,11127.0
volkswagen,tiguan,2013.0,3.4,hybrid,manual,206247.0,2.0,4.0,8275.0
chevrolet,impala,2018.0,3.2,electric,automatic,143684.0,3.0,5.0,13326.0
honda,cr-v,2004.0,4.6,diesel,manual,154124.0,3.0,4.0,6817.0
mercedes,e-class,2021.0,2.1,electric,automatic,256895.0,3.0,3.0,10862.0
honda,cr-v,2006.0,4.2,hybrid,semi-automatic,90587.0,5.0,5.0,9288.0
bmw,3 series,2017.0,3.5,electric,automatic,205604.0,2.0,2.0,12087.0
hyundai,sonata,2001.0,3.3,diesel,automatic,19717.0,5.0,2.0,8805.0
toyota,corolla,2010.0,3.9,hybrid,automatic,199971.0,2.0,4.0,9500.0
volkswagen,golf,2012.0,2.6,diesel,manual,134814.0,2.0,3.0,7603.0
chevrolet,impala,2018.0,1.1,petrol,manual,105450.0,4.0,1.0,8491.0
hyundai,tucson,2009.0,4.5,electric,automatic,99134.0,2.0,5.0,12817.0
kia,sportage,2020.0,4.4,diesel,semi-automatic,60072.0,3.0,2.0,13298.0
volkswagen,tiguan,2010.0,2.0,diesel,manual,26122.0,5.0,1.0,8577.0
toyota,rav4,2005.0,1.4,diesel,automatic,171673.0,5.0,5.0,5066.0
toyota,rav4,2000.0,3.6,hybrid,manual,101716.0,2.0,5.0,6665.0
bmw,5 series,2002.0,3.3,diesel,automatic,274790.0,2.0,2.0,4004.0
toyota,camry,2018.0,1.3,electric,automatic,143904.0,4.0,2.0,11421.0
mercedes,c-class,2015.0,4.7,petrol,semi-automatic,77848.0,2.0,3.0,11743.0
honda,accord,2019.0,2.6,electric,automatic,30363.0,2.0,1.0,15292.0
kia,rio,2010.0,4.3,electric,semi-automatic,64193.0,4.0,2.0,12116.0
audi,a4,2009.0,1.3,hybrid,semi-automatic,252079.0,3.0,3.0,4058.0
mercedes,gla,2020.0,1.0,hybrid,automatic,167685.0,3.0,1.0,10246.0
kia,sportage,2014.0,4.4,diesel,manual,289041.0,5.0,2.0,6919.0
hyundai,tucson,2005.0,4.1,diesel,semi-automatic,99815.0,3.0,3.0,7703.0
toyota,camry,2012.0,1.3,hybrid,automatic,54865.0,3.0,1.0,10402.0
audi,q5,2021.0,3.7,hybrid,manual,107030.0,3.0,5.0,12959.0
toyota,corolla,2014.0,1.8,electric,manual,106111.0,2.0,3.0,9977.0
toyota,camry,2008.0,2.4,hybrid,automatic,166039.0,5.0,3.0,8079.0
bmw,3 series,2012.0,3.6,petrol,automatic,239207.0,4.0,1.0,8015.0
ford,fiesta,2006.0,2.8,electric,semi-automatic,156582.0,3.0,3.0,7568.0
volkswagen,tiguan,2014.0,2.9,hybrid,automatic,44446.0,4.0,5.0,12811.0
bmw,3 series,2023.0,4.2,diesel,manual,44358.0,4.0,2.0,14312.0
toyota,rav4,2015.0,3.3,hybrid,semi-automatic,130966.0,2.0,5.0,10280.0
ford,focus,2014.0,3.2,hybrid,semi-automatic,60721.0,5.0,1.0,11285.0
chevrolet,malibu,2008.0,2.2,hybrid,manual,55505.0,4.0,2.0,8589.0
hyundai,tucson,2012.0,3.3,petrol,automatic,100102.0,5.0,3.0,10497.0
toyota,camry,2021.0,2.5,petrol,manual,296835.0,2.0,4.0,6963.0
ford,focus,2006.0,2.7,diesel,automatic,122151.0,2.0,4.0,7656.0
audi,a3,2005.0,1.1,diesel,manual,237773.0,5.0,1.0,2000.0
bmw,3 series,2013.0,1.2,hybrid,semi-automatic,147992.0,4.0,5.0,7240.0
audi,a4,2015.0,4.9,hybrid,manual,107186.0,3.0,4.0,12356.0
kia,sportage,2019.0,4.1,diesel,semi-automatic,142965.0,2.0,1.0,11040.0
hyundai,elantra,2008.0,4.4,electric,manual,198986.0,3.0,2.0,8920.0
bmw,x5,2005.0,3.6,electric,manual,33673.0,5.0,3.0,10526.0
mercedes,gla,2015.0,2.6,hybrid,semi-automatic,210969.0,4.0,2.0,7980.0
honda,civic,2019.0,1.9,diesel,automatic,233275.0,5.0,2.0,8534.0
mercedes,gla,2023.0,4.5,electric,automatic,187138.0,5.0,5.0,15257.0
kia,optima,2018.0,1.2,electric,manual,246762.0,2.0,4.0,7764.0
hyundai,tucson,2023.0,3.6,diesel,semi-automatic,10828.0,5.0,2.0,14383.0
toyota,corolla,2001.0,1.1,diesel,automatic,140753.0,4.0,5.0,4184.0
hyundai,elantra,2001.0,4.6,diesel,semi-automatic,102606.0,3.0,2.0,6947.0
toyota,camry,2000.0,1.5,diesel,semi-automatic,30953.0,4.0,3.0,4980.0
kia,sportage,2010.0,2.5,diesel,semi-automatic,22296.0,4.0,3.0,9154.0
hyundai,sonata,2014.0,3.7,diesel,semi-automatic,284414.0,5.0,1.0,6311.0
kia,sportage,2016.0,4.7,electric,automatic,204160.0,5.0,1.0,13016.0
honda,cr-v,2000.0,2.1,hybrid,automatic,2556.0,3.0,4.0,8648.0
audi,a4,2023.0,4.8,petrol,manual,67091.0,3.0,1.0,14458.0
kia,rio,2022.0,3.7,diesel,semi-automatic,51997.0,4.0,2.0,13360.0
audi,a4,2008.0,1.0,hybrid,semi-automatic,6390.0,5.0,4.0,8372.0
audi,q5,2013.0,2.0,petrol,semi-automatic,45081.0,5.0,3.0,9098.0
toyota,camry,2019.0,4.7,hybrid,semi-automatic,147790.0,4.0,5.0,12544.0
toyota,camry,2022.0,3.6,hybrid,automatic,52344.0,2.0,4.0,15753.0
chevrolet,malibu,2013.0,2.7,diesel,manual,41577.0,3.0,5.0,9868.0
ford,explorer,2023.0,4.2,petrol,semi-automatic,12478.0,3.0,4.0,14950.0
volkswagen,tiguan,2002.0,2.0,petrol,semi-automatic,285470.0,2.0,2.0,2000.0
kia,sportage,2011.0,1.5,diesel,semi-automatic,72356.0,2.0,5.0,7452.0
mercedes,e-class,2022.0,3.1,hybrid,semi-automatic,287.0,4.0,3.0,14794.0
audi,a4,2004.0,1.6,petrol,semi-automatic,225565.0,4.0,3.0,2388.0
audi,q5,2006.0,2.0,petrol,semi-automatic,259783.0,5.0,4.0,2704.0
ford,fiesta,2011.0,2.2,electric,semi-automatic,122858.0,3.0,4.0,9142.0
chevrolet,malibu,2013.0,1.3,petrol,automatic,116174.0,4.0,2.0,8476.0
audi,a4,2012.0,4.7,hybrid,manual,71925.0,3.0,1.0,11961.0
ford,explorer,2011.0,2.3,hybrid,manual,193499.0,3.0,5.0,6830.0
volkswagen,passat,2018.0,2.5,hybrid,semi-automatic,77777.0,3.0,4.0,11444.0
kia,optima,2004.0,2.8,electric,manual,27807.0,3.0,4.0,9543.0
ford,focus,2000.0,3.8,hybrid,manual,257726.0,4.0,2.0,3745.0
honda,civic,2013.0,3.7,petrol,semi-automatic,168222.0,2.0,3.0,8335.0
volkswagen,golf,2005.0,1.6,hybrid,automatic,92903.0,3.0,1.0,7841.0
mercedes,c-class,2001.0,3.8,hybrid,manual,147004.0,4.0,2.0,6259.0
ford,fiesta,2000.0,4.2,hybrid,manual,163947.0,5.0,4.0,6021.0
volkswagen,tiguan,2003.0,2.8,hybrid,automatic,17614.0,4.0,4.0,9947.0
bmw,5 series,2006.0,2.4,petrol,semi-automatic,22158.0,2.0,2.0,7856.0
kia,sportage,2020.0,1.2,hybrid,automatic,122890.0,5.0,1.0,11342.0
bmw,3 series,2012.0,2.8,petrol,manual,22497.0,5.0,1.0,10050.0
kia,optima,2012.0,2.8,petrol,manual,101331.0,4.0,4.0,8473.0
toyota,rav4,2021.0,1.4,petrol,manual,286903.0,5.0,3.0,6061.0
toyota,rav4,2020.0,2.6,petrol,automatic,148675.0,2.0,2.0,11226.0
ford,focus,2012.0,3.1,electric,semi-automatic,64922.0,5.0,5.0,11501.0
ford,explorer,2003.0,2.7,petrol,semi-automatic,218024.0,5.0,3.0,3339.0
kia,rio,2011.0,1.4,petrol,manual,52300.0,4.0,2.0,7754.0
toyota,corolla,2015.0,2.4,diesel,manual,194995.0,5.0,2.0,7100.0
bmw,3 series,2000.0,2.1,electric,automatic,28961.0,3.0,3.0,9120.0
bmw,5 series,2005.0,1.1,diesel,automatic,197972.0,2.0,5.0,4240.0
ford,focus,2022.0,3.8,diesel,semi-automatic,148702.0,3.0,2.0,11525.0
honda,civic,2016.0,3.6,electric,automatic,210863.0,2.0,3.0,11782.0
mercedes,gla,2021.0,3.0,diesel,manual,9696.0,3.0,3.0,13206.0
honda,accord,2019.0,3.5,diesel,manual,7642.0,3.0,2.0,13147.0
ford,focus,2003.0,2.4,hybrid,semi-automatic,269645.0,2.0,5.0,3007.0
kia,optima,2017.0,2.6,electric,automatic,166170.0,2.0,1.0,11976.0
volkswagen,golf,2010.0,4.5,electric,automatic,226146.0,3.0,2.0,10577.0
bmw,x5,2013.0,4.1,hybrid,automatic,195173.0,3.0,2.0,10696.0
mercedes,c-class,2020.0,3.6,electric,automatic,53294.0,5.0,3.0,16134.0
honda,cr-v,2016.0,3.8,electric,semi-automatic,224808.0,2.0,1.0,10203.0
audi,q5,2018.0,1.7,hybrid,automatic,281685.0,2.0,1.0,8066.0
honda,accord,2000.0,1.2,electric,semi-automatic,68512.0,5.0,4.0,5929.0
chevrolet,impala,2001.0,3.5,diesel,semi-automatic,52291.0,5.0,1.0,6854.0
mercedes,c-class,2000.0,3.3,petrol,automatic,196445.0,5.0,4.0,4971.0
chevrolet,impala,2019.0,3.5,electric,automatic,167344.0,5.0,4.0,13453.0
ford,explorer,2010.0,3.5,petrol,manual,198438.0,2.0,2.0,6631.0
audi,a3,2010.0,2.8,petrol,manual,229661.0,3.0,3.0,5306.0
audi,a4,2009.0,2.4,electric,automatic,297379.0,3.0,3.0,6752.0
ford,fiesta,2021.0,2.3,diesel,automatic,278965.0,5.0,3.0,8620.0
ford,focus,2009.0,1.1,electric,semi-automatic,275055.0,3.0,4.0,4398.0
volkswagen,passat,2009.0,1.8,electric,automatic,221746.0,5.0,1.0,7665.0
audi,a4,2001.0,4.2,electric,automatic,11815.0,3.0,4.0,11863.0
audi,a4,2013.0,1.9,petrol,manual,128071.0,5.0,5.0,7338.0
volkswagen,golf,2005.0,2.6,hybrid,semi-automatic,262975.0,2.0,4.0,3940.0
hyundai,sonata,2000.0,1.3,electric,semi-automatic,140723.0,5.0,2.0,4585.0
kia,sportage,2016.0,2.3,diesel,automatic,123501.0,3.0,3.0,10229.0
kia,sportage,2015.0,3.9,electric,manual,27837.0,3.0,1.0,13943.0
volkswagen,passat,2016.0,4.7,electric,automatic,147698.0,5.0,2.0,14146.0
kia,sportage,2014.0,4.9,petrol,automatic,52585.0,3.0,1.0,13648.0
hyundai,sonata,2021.0,1.4,diesel,manual,96572.0,5.0,2.0,9868.0
mercedes,c-class,2016.0,1.7,petrol,automatic,147888.0,3.0,3.0,9142.0
honda,civic,2019.0,3.9,electric,manual,110369.0,5.0,5.0,13492.0
volkswagen,golf,2002.0,2.9,hybrid,semi-automatic,272485.0,2.0,5.0,3150.0
mercedes,gla,2023.0,2.7,petrol,manual,209173.0,2.0,3.0,9516.0
honda,cr-v,2005.0,4.9,petrol,automatic,118274.0,4.0,4.0,9634.0
mercedes,gla,2000.0,2.2,petrol,manual,1041.0,5.0,1.0,6279.0
mercedes,e-class,2023.0,3.2,diesel,automatic,122492.0,2.0,4.0,13250.0
toyota,camry,2020.0,1.0,electric,manual,210034.0,3.0,1.0,8899.0
toyota,camry,2004.0,3.1,petrol,semi-automatic,293052.0,2.0,5.0,2538.0
ford,explorer,2007.0,4.2,electric,automatic,259756.0,4.0,3.0,8704.0
chevrolet,impala,2009.0,3.1,diesel,automatic,115892.0,3.0,2.0,9082.0
kia,rio,2014.0,3.6,electric,automatic,218266.0,2.0,3.0,11034.0
hyundai,elantra,2012.0,1.2,diesel,semi-automatic,39758.0,5.0,1.0,8104.0
ford,fiesta,2015.0,4.5,electric,automatic,250587.0,3.0,1.0,11588.0
chevrolet,impala,2000.0,1.2,electric,automatic,44471.0,2.0,3.0,7910.0
mercedes,gla,2012.0,4.9,petrol,semi-automatic,166952.0,2.0,1.0,9260.0
mercedes,e-class,2020.0,2.2,hybrid,automatic,10108.0,4.0,4.0,14597.0
audi,q5,2001.0,3.7,electric,manual,15553.0,4.0,1.0,9788.0
toyota,corolla,2011.0,2.3,hybrid,semi-automatic,15806.0,3.0,2.0,10383.0
mercedes,gla,2021.0,3.1,petrol,semi-automatic,237836.0,3.0,4.0,8743.0
mercedes,c-class,2007.0,4.4,petrol,semi-automatic,38760.0,3.0,1.0,9824.0
volkswagen,golf,2002.0,2.5,diesel,manual,235829.0,2.0,5.0,2483.0
volkswagen,passat,2023.0,3.6,hybrid,manual,112036.0,5.0,3.0,13359.0
mercedes,c-class,2006.0,1.2,diesel,semi-automatic,179225.0,3.0,1.0,3515.0
chevrolet,equinox,2000.0,5.0,hybrid,semi-automatic,184009.0,3.0,4.0,6419.0
volkswagen,tiguan,2013.0,3.0,hybrid,semi-automatic,109459.0,2.0,1.0,9810.0
audi,a3,2000.0,1.7,electric,semi-automatic,259907.0,4.0,1.0,2601.0
hyundai,tucson,2005.0,4.0,hybrid,automatic,172141.0,2.0,3.0,8657.0
toyota,rav4,2015.0,2.1,diesel,automatic,263903.0,4.0,5.0,6921.0
kia,rio,2022.0,1.3,electric,manual,120586.0,3.0,1.0,11588.0
bmw,3 series,2015.0,3.7,petrol,manual,40026.0,2.0,4.0,11499.0
chevrolet,impala,2009.0,2.6,diesel,semi-automatic,202786.0,5.0,1.0,5344.0
mercedes,c-class,2018.0,3.7,hybrid,semi-automatic,215331.0,2.0,3.0,9893.0
audi,q5,2005.0,4.4,petrol,automatic,281565.0,5.0,2.0,5868.0
toyota,rav4,2017.0,2.1,hybrid,semi-automatic,89465.0,2.0,4.0,10510.0
kia,optima,2012.0,2.7,petrol,semi-automatic,281578.0,5.0,4.0,4768.0
honda,cr-v,2003.0,4.1,diesel,manual,275857.0,2.0,4.0,3582.0
ford,focus,2003.0,3.7,diesel,manual,107718.0,5.0,1.0,6545.0
